load_scenario,strategy_id,run_tag,mean_fusion_score,std_fusion_score,mean_warning_auprc,mean_warning_recall_top10,mean_rr,mean_priority,mean_sustainability,mean_cost,count,rank_in_group
base,STR_001,batts__c3po_ref__rr0p3,0.38536959879898985,0.2701203576960645,0.999884025664029,0.5447530864197531,0.3496733784284831,0.6850812105405883,0.33721907940008866,1517.737063788062,6,1
base,STR_003,schloemer__c3po_ref__rr0p3,0.335838058707482,0.27437982679255174,0.9998167774163493,0.4861111111111111,0.34205356422339506,0.6246900464557823,0.3296671349518055,1605.6232172542307,6,2
critical_stress,STR_001,batts__c3po_ref__rr0p3,0.4776184249292868,0.35780234848822007,0.9999420128320144,0.6635802469135802,0.37893772295971595,0.656987881032772,0.3695950946959265,1747.5962016348683,6,1
critical_stress,STR_003,schloemer__c3po_ref__rr0p3,0.2382930669178921,0.22009595655712808,0.9997068438661589,0.46759259259259256,0.3697445608248169,0.5841660892321565,0.36032163713650095,1879.5287843579272,6,2
extreme_plus_30pct,STR_001,batts__c3po_ref__rr0p3,0.3838705448685461,0.32112615374784315,0.9999130192480218,0.5962962962962963,0.3691732442928729,0.7375634325420944,0.3676429965088519,1842.1579994935357,5,1
extreme_plus_30pct,STR_003,schloemer__c3po_ref__rr0p3,0.270407909831837,0.23363253561803787,0.9997237770058152,0.49444444444444446,0.3662386555243143,0.6909296690023654,0.3644313149746775,1925.009769246968,5,2
peak_plus_15pct,STR_001,batts__c3po_ref__rr0p3,0.36375826781072895,0.26771828242896545,0.999884025664029,0.5476190476190476,0.3645088122802028,0.7322086398922221,0.3575197897998748,1649.0364272896059,7,1
peak_plus_15pct,STR_003,schloemer__c3po_ref__rr0p3,0.31778730816448414,0.2535167131578201,0.9997790216046522,0.4973544973544973,0.35942036216351275,0.6793634896470165,0.35193211647979744,1734.134333496835,7,2
