scenario,expected_fail_lines,probability
S1,1,0.237667
S2,0,0.235667
S3,2,0.185
S4,3,0.141
S5,4,0.091
S6,5,0.051333
S7,6,0.033667
S8,7,0.013333
S9,8,0.007667
S10,9,0.003
S11,11,0.000333
S12,12,0.000333
