scenario,expected_fail_lines,probability
S1,0,0.257333
S2,1,0.234667
S3,2,0.176667
S4,3,0.133667
S5,4,0.086333
S6,5,0.053667
S7,6,0.032667
S8,7,0.014333
S9,8,0.007
S10,9,0.003
S11,10,0.000333
S12,12,0.000333
