scenario,expected_fail_lines,probability
S1,0,0.267
S2,1,0.229667
S3,2,0.185
S4,3,0.125333
S5,4,0.086667
S6,5,0.051333
S7,6,0.027667
S8,7,0.017667
S9,8,0.005
S10,9,0.002667
S11,10,0.001667
S12,11,0.000333
