model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,critical_load_supply_rate,priority_index,robustness,rapidity,sustainability,reliability_score,overload_count,max_line_loading,total_demand,solve_success,fallback_relaxation,solver_status,runtime_sec
Contextual_Adaptive,155184.7894580169,835.9631666625723,134.62799359084607,99662.0,54552.19829776346,35.771429466845234,0.5410562570557372,0.37708550545826075,0.0700299410651607,0.049787068367863944,0.06838799651456029,0.0700299410651607,0,0.40488949752396913,38.46514102595603,True,False,contextual_selection,19.94813939999949
