model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,num_parameters
metapath_local,46.455196142196655,12,0.026428561763392543,9.426261425850542e-10,4.497017220045968e-06,3.514560419969731e-06,9.385225929747776e-10,,0,0.0,1.3841040718166235e-05,410,0.10019550342130987,-0.10400292183837528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,1.0,0.24712303170646846,94083
