model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,val_high_risk_mae,val_top_risk_mae,horizon_high_risk_mae,horizon_top_risk_mae,best_val_mse
metapath_v1,0.014502150133096924,0.03231375999877846,0.022502527487548916,0.029795655474957966,0.017000169425995814,0.03300822876472532,0.0906333290040493,0.022502527487548916,0.026128644068565594,0.01427131850703233,0.0008877812069840729
baseline_gnn,0.32490907949209213,0.4230322885559968,0.18273709949218866,0.19736064358132244,0.4437066696584225,0.5446731894368674,0.3276812858306445,0.18273709949218866,0.748639075537405,0.8150591318096433,0.038951221853494644
