scenario,expected_fail_lines,probability
S1,1,0.251333
S2,0,0.239333
S3,2,0.178333
S4,3,0.145333
S5,4,0.084667
S6,5,0.05
S7,6,0.027667
S8,7,0.013333
S9,8,0.008
S10,9,0.001333
S11,10,0.000333
S12,11,0.000333
