"timestamp","line_id","risk_prob"
"2024-09-01 00:00:00","L8","0.40558204397797026"
"2024-09-01 00:00:00","L12","0.40396857744281683"
"2024-09-01 00:00:00","L4","0.4011930231917251"
"2024-09-01 00:00:00","L6","0.40034815187565487"
"2024-09-01 00:00:00","L3","0.399096064690831"
"2024-09-01 00:00:00","L13","0.39569266807147824"
"2024-09-01 00:00:00","L1","0.39521290196787623"
"2024-09-01 00:00:00","L7","0.3951089220635353"
"2024-09-01 00:00:00","L5","0.39408523146693614"
"2024-09-01 00:00:00","L2","0.3940281291861725"
"2024-09-01 00:00:00","L9","0.3921611640491857"
"2024-09-01 00:00:00","L0","0.38801981115830675"
"2024-09-01 00:00:00","L11","0.33405262407617575"
"2024-09-01 00:00:00","L14","0.33342935316979977"
"2024-09-01 00:00:00","L10","0.32353074606998544"
