model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,fp_at_10_true_rank_gt_30,fp_at_20_true_rank_gt_50,num_parameters
metapath_v1,174.56148743629456,58,0.026198780805414257,1.6044695301657572e-07,0.0002762114996047566,0.0003210565105860272,1.6044693040839775e-07,,0,0.0,0.00031564404760677314,410,0.10019550342130987,0.493348472911027,0.2,0.2,1.0,0.16958010263680806,0.2,0.2,1.0,0.2489083270225946,0.15,0.15,1.0,0.19902194518555502,8.0,7.0,100083
