model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,val_high_risk_mae,val_top_risk_mae,horizon_high_risk_mae,horizon_top_risk_mae,best_val_mse
metapath_v1,0.011331522938714336,0.01615209402691043,0.013682159728967393,0.024546456364618947,0.020876985594186798,0.033985558922855166,0.05068175411459916,0.043889065863275754,0.044454950439604186,0.04848122009925083,0.0006025285692885518
baseline_gnn,0.058194805690843454,0.11062876108428572,0.064812891621403,0.12552066712959,0.10464977782626893,0.1972009086541388,0.36171626894898024,0.2864152724271949,0.3406132888199709,0.5524418112385062,0.015755439177155495
