scenario,scenario_id,timestamp,failed_lines,outage_line_count,disconnected_load_count,probability,method
S1,0,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 01:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 02:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 03:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 04:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 05:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 06:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 07:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 08:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 09:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 10:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 11:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 12:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 13:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 14:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 15:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 16:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 17:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
S1,0,2024-09-01 18:00:00,L0|L1|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L2|L20|L21|L22|L23|L24|L27|L28|L29|L3|L30|L31|L32|L33|L34|L35|L36|L37|L38|L39|L4|L41|L42|L43|L44|L48|L49|L5|L6|L60|L62|L64|L65|L67|L68|L69|L7|L70|L71|L72|L73|L74|L8|L9,56,12,0.00390625,wang_qmc
