model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,num_parameters
metapath_local,38.70323896408081,45,0.000881936384411516,0.0009543087058961552,0.01132406409993749,0.005935607038628008,0.0009543087217025459,0.05703693704096525,44,0.10114942528735632,0.05703693704096525,44,0.10114942528735632,0.5485467761306583,1.0,1.0,1.0,1.0,0.7,0.7,1.0,0.7909506325094737,1.0,1.0,1.0,1.0,94083
