model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,val_high_risk_mae,val_top_risk_mae,horizon_high_risk_mae,horizon_top_risk_mae,best_val_mse
metapath_v1,0.1215671140352885,0.12163382196492353,0.32850832559845666,0.4699515175767634,0.12152948445743984,0.12159253244347518,0.12273045405745506,0.12273045405745506,0.12152948445743984,0.12152948445743984,0.22085443139076233
baseline_gnn,0.15817036255200703,0.15821450072405133,0.3440504801995827,0.4590143259738152,0.1584942501452234,0.1585438862411561,0.15799242580930392,0.15799242580930392,0.1584942501452234,0.1584942501452234,0.21069413423538208
