timestamp,reserve_up,reserve_down
2024-09-02 00:00:00,0.1881866429411473,0.0
2024-09-02 01:00:00,0.1778856028715086,0.0
2024-09-02 02:00:00,0.1680550251022511,0.0
2024-09-02 03:00:00,0.1598816414622268,0.0
2024-09-02 04:00:00,0.1541127102519561,0.0
2024-09-02 05:00:00,0.1498674749125467,0.0
2024-09-02 06:00:00,0.1518246434548153,0.0
2024-09-02 07:00:00,0.1613775646634772,0.0
2024-09-02 08:00:00,0.1598561470676356,0.0
2024-09-02 09:00:00,0.1679377086104008,0.0
2024-09-02 10:00:00,0.1775461827790618,0.0
2024-09-02 11:00:00,0.184595765410058,0.0
2024-09-02 12:00:00,0.1815755619137172,0.0
2024-09-02 13:00:00,0.1763953694645765,0.0
2024-09-02 14:00:00,0.1774494603087537,0.0
2024-09-02 15:00:00,0.1795137666996465,0.0
2024-09-02 16:00:00,0.182726100887646,0.0
2024-09-02 17:00:00,0.1918808801395735,0.0
2024-09-02 18:00:00,0.2008834395213972,0.0
2024-09-02 19:00:00,0.2095405887983997,0.0
2024-09-02 20:00:00,0.2035964740990715,0.0
2024-09-02 21:00:00,0.1980543881585486,0.0
2024-09-02 22:00:00,0.192043684427857,0.0
2024-09-02 23:00:00,0.1791177344932847,0.0
