scenario,expected_fail_lines,probability
S1,0,0.27
S2,1,0.233333
S3,2,0.188667
S4,3,0.113667
S5,4,0.086333
S6,5,0.053
S7,6,0.029333
S8,7,0.015
S9,8,0.005333
S10,9,0.004
S11,10,0.001333
