scenario,expected_fail_lines,probability
S1,1,0.257333
S2,0,0.232
S3,2,0.174333
S4,3,0.135333
S5,4,0.088
S6,5,0.051
S7,6,0.031
S8,7,0.017
S9,8,0.008
S10,9,0.002667
S11,10,0.002667
S12,11,0.000667
