scenario,expected_fail_lines,probability
S1,0,0.273667
S2,1,0.236667
S3,2,0.173667
S4,3,0.125333
S5,4,0.084333
S6,5,0.047667
S7,6,0.033333
S8,7,0.015667
S9,8,0.005333
S10,9,0.002
S11,10,0.002
S12,11,0.000333
