epoch,train_mse,val_mse,warmup_scale,train_gate_reg,train_attn_entropy,train_rank_loss,train_fp_loss
1.0,0.41724592447280884,0.09116494655609131,0.01,0.00865640863776207,0.9999700784683228,0.0,0.2900964617729187
2.0,0.12126773595809937,0.02671828120946884,0.02,0.00461318576708436,0.99996018409729,0.0,0.07902339845895767
3.0,0.051203593611717224,0.00859623309224844,0.03,0.002861552871763706,0.9999845623970032,0.0,0.022758107632398605
4.0,0.036477070301771164,0.003292602952569723,0.04,0.0015788754681125283,0.9999686479568481,0.0,0.007255863398313522
5.0,0.03442041948437691,0.0015467398334294558,0.05,0.0008222460164688528,0.9999773502349854,0.0,0.0027206772938370705
6.0,0.03472320735454559,0.0008736742311157286,0.06,0.000406520877731964,0.9999324083328247,0.0,0.0012397323735058308
7.0,0.0352984257042408,0.0005779974162578583,0.07,0.00019540524226613343,0.9999958276748657,0.0,0.0006872205412946641
8.0,0.035727255046367645,0.0004412824346218258,0.08,9.462529851589352e-05,0.999938428401947,0.0,0.0004369386297184974
9.0,0.035995110869407654,0.0003867171471938491,0.09,4.7799279855098575e-05,0.9999849200248718,0.0,0.00032366710365749896
10.0,0.03616573289036751,0.0003887085185851902,0.1,2.5920213374774903e-05,0.9999697208404541,0.0,0.0002818311331793666
11.0,0.03614852577447891,0.0004499616043176502,0.11,1.5453128071385436e-05,0.9999695420265198,0.0,0.0002805330732371658
12.0,0.03604657202959061,0.0006006808835081756,0.12,1.0334195394534618e-05,0.9999988675117493,0.0,0.00033583902404643595
13.0,0.03569996356964111,0.0009245311957783997,0.13,7.877337338868529e-06,0.9999740123748779,0.0,0.0004567929427139461
14.0,0.03533875197172165,0.001609640079550445,0.14,6.927225058461772e-06,0.9999889135360718,0.0,0.0007376563735306263
15.0,0.03479709103703499,0.003007096005603671,0.15,7.048493898764718e-06,0.9999966621398926,0.0,0.001312107895500958
16.0,0.03440945968031883,0.0049986825324594975,0.16,8.135281859722454e-06,0.999987781047821,0.0,0.002512723207473755
17.0,0.03504488989710808,0.005360545124858618,0.17,9.14429529075278e-06,0.9999885559082031,0.0,0.004203587770462036
18.0,0.03502092510461807,0.004122958984225988,0.18,7.326251306949416e-06,0.9999940395355225,0.0,0.004508068785071373
19.0,0.03435917943716049,0.002853043144568801,0.19,4.650418304663617e-06,0.9999943375587463,0.0,0.0033973350655287504
20.0,0.03411911427974701,0.0020828358829021454,0.2,2.8092774755350547e-06,0.9999908208847046,0.0,0.0023181333672255278
21.0,0.03405364230275154,0.001727124210447073,0.21,1.8242627675135736e-06,0.9999881982803345,0.0,0.00167872104793787
22.0,0.03416179120540619,0.001655643922276795,0.22,1.3395239193414454e-06,0.9999960064888,0.0,0.0013502431102097034
23.0,0.03425837308168411,0.0018102352041751146,0.23,1.1193277487109299e-06,0.9999971985816956,0.0,0.0012914808467030525
