model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,fp_at_10_true_rank_gt_30,fp_at_20_true_rank_gt_50,num_parameters
metapath_v1,93.96551537513733,63,0.02622347010208614,2.18298053120882e-06,0.0014702292390681817,0.0014744514709590587,2.182980324505479e-06,,0,0.0,0.0014921495926403126,410,0.10019550342130987,-0.003273007753685122,0.2,0.2,1.0,0.21398626473452756,0.1,0.1,1.0,0.13886244387355454,0.15,0.15,1.0,0.16330132651514156,9.0,12.0,100083
