scenario,expected_fail_lines,probability
S1,1,0.255
S2,0,0.226
S3,2,0.199
S4,3,0.128
S5,4,0.086667
S6,5,0.053667
S7,6,0.027333
S8,7,0.014
S9,8,0.005667
S10,9,0.004
S11,10,0.000667
