model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,val_high_risk_mae,val_top_risk_mae,horizon_high_risk_mae,horizon_top_risk_mae,best_val_mse
metapath_v1,0.1667632814248403,0.16683867524341614,0.3487497795711864,0.45781861123385403,0.1660881410042445,0.1661582576549113,0.16715175534288088,0.16715175534288088,0.1660881410042445,0.1660881410042445,0.2095978707075119
baseline_gnn,0.18798217471440634,0.18800113313433942,0.35865362413001783,0.45314950385191516,0.18739417228433822,0.1874170861138029,0.18905196264386176,0.18905196264386176,0.18739417228433822,0.18739417228433822,0.20534449815750122
