model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,critical_load_supply_rate,priority_index,robustness,rapidity,sustainability,reliability_score,overload_count,max_line_loading,total_demand,solve_success,fallback_relaxation,solver_status,runtime_sec
SCUC,126826.45166615368,785.992407400017,149.5866595453936,99661.99999999702,26228.872599211227,17.711444166708095,0.6643671246320513,0.5773569941367156,0.37838653421493196,0.049787068367863944,0.3969602199989354,0.37838653421493196,0,1.2990668638142271e-05,28.492697056263715,True,False,0,273.89530239999294
Stochastic_UC,102544.11567456795,2804.6834961292875,118.22694519777536,99621.20523324094,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,7.348352652497808e-05,28.492697056263715,True,True,0,609.3847955000238
Robust_UC,103061.78347376842,3356.742212941966,102.57370940254938,99602.46755142386,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.00010438356801756879,28.492697056263715,True,True,0,607.4863248000038
Contextual_Adaptive,108919.4714525608,2084.670555667618,114.79387511463182,99602.46755142386,7117.5394703547045,4.430042917475543,0.8843566852075362,0.8714081294014944,0.8445200568858868,0.6065306597126334,0.8621834327618313,0.8445200568858868,0,9.24306599000514e-05,28.492697056263715,True,False,contextual_selection,1490.7774036000483
