model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,critical_load_supply_rate,priority_index,robustness,rapidity,sustainability,reliability_score,overload_count,max_line_loading,total_demand,solve_success,fallback_relaxation,solver_status,runtime_sec
Contextual_Adaptive,102761.56863722437,3054.2315917320193,123.08845128305926,99584.24859420929,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0001111314031303413,34.19123646751646,True,False,contextual_selection,1831.6976071998943
