train_time_seconds,val_mae,horizon_mae,best_val_mse,high_risk_mae,top_risk_mae,spearman_corr,num_parameters,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,model_type
0.0,0.051426212939483344,0.05142749811430831,0.005544603530498892,0.04457779473577532,0.04457779473577532,0.0091629177668842,0,0.2,0.2,1.0,0.16958010263680806,0.1,0.1,1.0,0.11004588314904008,0.05,0.05,1.0,0.07102001981682865,historical_average
