scenario,expected_fail_lines,probability
S1,0,0.419667
S2,1,0.304333
S3,2,0.164
S4,3,0.066333
S5,4,0.029333
S6,5,0.009333
S7,6,0.005
S8,7,0.001333
S9,9,0.000667
