variant,mae,rmse,high_risk_mae,spearman_corr,evidence_level,source,source_note
no_explicit_graph_mlp_proxy,0.0001735889001391,0.001961105844898267,0.0001735889001391,0.1959850564425629,proxy,results/ablation/stage6_comparison/mlp/metrics.csv,Proxy graph-structure table from existing encoder comparison; no random-graph or fully-connected-graph run was found.
real_graph_gcn,0.0001259984698974,0.0019619664062432685,0.0001259984698974,0.1677635503800919,real_graph_encoder,results/ablation/stage6_comparison/gcn/metrics.csv,Proxy graph-structure table from existing encoder comparison; no random-graph or fully-connected-graph run was found.
real_graph_gat,0.0001179308271195,0.0019558301321370326,0.0001179308271195,0.0768912977790211,real_graph_encoder,results/ablation/stage6_comparison/gat/metrics.csv,Proxy graph-structure table from existing encoder comparison; no random-graph or fully-connected-graph run was found.
real_graph_graphsage,9.680156450602582e-05,0.001962079164661696,9.680156450602582e-05,0.0950039949722792,real_graph_encoder,results/ablation/stage6_comparison/graphsage/metrics.csv,Proxy graph-structure table from existing encoder comparison; no random-graph or fully-connected-graph run was found.
real_graph_stgcn,0.000191712889117,0.0019612697794154426,0.000191712889117,0.0306468791643816,real_graph_encoder,results/ablation/stage6_comparison/stgcn/metrics.csv,Proxy graph-structure table from existing encoder comparison; no random-graph or fully-connected-graph run was found.
real_graph_metapath,0.0001746910225085,0.001962019483469477,0.0001746910225085,0.1120780021860705,real_graph_encoder,results/ablation/stage6_comparison/metapath_v1/metrics.csv,Proxy graph-structure table from existing encoder comparison; no random-graph or fully-connected-graph run was found.
