warning_strategy,dispatch_cost,eens,critical_load_supply_rate,overload_count,runtime_sec,source,source_note
SCUC,101984.0101354282,0.0,1.0,0,46.40790580000612,gridagent_final/stage7/outputs/formal_ieee118_full_contextual_stage1baseline_a2_c3po_ref_h24/dispatch_model_comparison.csv,"Existing Stage7 dispatch comparison. This compares dispatch formulations under the final warning context, not a no-warning/prior-only warning ablation."
Stochastic_UC,102598.07278765152,0.0,1.0,0,64.68821229999594,gridagent_final/stage7/outputs/formal_ieee118_full_contextual_stage1baseline_a2_c3po_ref_h24/dispatch_model_comparison.csv,"Existing Stage7 dispatch comparison. This compares dispatch formulations under the final warning context, not a no-warning/prior-only warning ablation."
Robust_UC,103061.2444671022,0.0,1.0,0,57.5792924999987,gridagent_final/stage7/outputs/formal_ieee118_full_contextual_stage1baseline_a2_c3po_ref_h24/dispatch_model_comparison.csv,"Existing Stage7 dispatch comparison. This compares dispatch formulations under the final warning context, not a no-warning/prior-only warning ablation."
Contextual_Adaptive,102224.5454568511,0.0,1.0,0,168.68957649999356,gridagent_final/stage7/outputs/formal_ieee118_full_contextual_stage1baseline_a2_c3po_ref_h24/dispatch_model_comparison.csv,"Existing Stage7 dispatch comparison. This compares dispatch formulations under the final warning context, not a no-warning/prior-only warning ablation."
