scenario,expected_fail_lines,probability
S1,0,0.266
S2,1,0.23
S3,2,0.186
S4,3,0.125667
S5,4,0.086
S6,5,0.051
S7,6,0.028
S8,7,0.018333
S9,8,0.004333
S10,9,0.002667
S11,10,0.001667
S12,11,0.000333
