scenario,expected_fail_lines,probability
S1,1,0.241333
S2,0,0.224333
S3,2,0.192333
S4,3,0.127333
S5,4,0.087667
S6,5,0.064
S7,6,0.032333
S8,7,0.016667
S9,8,0.007
S10,9,0.004667
S11,10,0.002333
