policy,Priority,Robustness,Rapidity,Sustainability
priority_with_reserve,0.6005461320281219,0.3065636625435231,0.0497870683678639,0.2932060818859302
uniform_with_reserve,0.306563662543523,0.3065636625435231,0.0497870683678639,0.2932060818859302
priority_no_reserve,0.4840260713559041,0.2533264257593789,0.0497870683678639,0.2450865125599582
