scenario,expected_fail_lines,probability
S1,0,0.359
S2,1,0.273
S3,2,0.160333
S4,3,0.100333
S5,4,0.06
S6,5,0.030333
S7,6,0.011
S8,7,0.004
S9,8,0.001667
S10,9,0.000333
