model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,priority_index,rapidity,reliability_score,total_demand,solve_success,fallback_relaxation,solver_status,economic_score,TOPSIS_Score,TOPSIS_Rank
Stochastic_UC,17482.125945767893,1639.91475486906,154.7464543908616,12.0,15675.464736507967,12.597095050193913,0.7583177114053878,0.049787068367863944,0.572625109416248,29.475515122068877,True,False,0,1.0,1.0,1
SCUC,17945.494120558324,1228.8805887144802,180.45305817515919,12.0,16524.160473668686,12.664982564150606,0.731341007722055,0.049787068367863944,0.570321926124097,29.475515122068877,True,False,0,0.9741791353485443,0.8854348866516486,2
Robust_UC,51184.97052284211,1658.9591818292247,154.74645439086163,12.0,27094.13429787081,20.290121092568484,0.6161143820497859,0.049787068367863944,0.311627939035512,29.475515122068877,True,False,0,0.34154803191624805,0.0,3
