model,TOPSIS_Score,TOPSIS_Rank,priority_index,reliability_score,rapidity,economic_score
Stochastic_UC,1.0,1,0.7583177114053878,0.572625109416248,0.049787068367863944,1.0
SCUC,0.8854348866516486,2,0.731341007722055,0.570321926124097,0.049787068367863944,0.9741791353485443
Robust_UC,0.0,3,0.6161143820497859,0.311627939035512,0.049787068367863944,0.34154803191624805
