scenario_id,scenario_cost,is_worst,total_ls
0,27094.13429787081,1,20.290121092568484
1,20078.76877298819,0,15.868793824258294
2,24412.426910968035,0,18.64627863340322
3,26131.20975036918,0,19.875321957199457
4,13609.113211559834,0,11.447466555947937
