label_method,model_group,n,val_mae_mean,val_mae_std,best_val_mse_mean,best_val_mse_std,val_high_risk_mae_mean,val_high_risk_mae_std,metapath_gate_mean,epochs_effective_mean
c3po_ref,A3_tuned_strategy_v1,5,0.04668715604901963,0.02948024355578194,0.004907806240953505,0.00514245739431429,0.14248730746599345,0.05292080880560852,0.9894953454534212,177.6
