label_method,model_group,seed,val_mae,val_rmse,val_high_risk_mae,best_val_mse,metapath_gate_mean,epochs_effective,metapath_attention_mode,risk_weight_alpha,risk_weight_beta,metapath_gate_reg_lambda,metapath_attention_entropy_reg_lambda,metapath_warmup_epochs
c3po_ref,A3_tuned_strategy_v1,42,0.09834094186962554,0.11821965613645058,0.23627722492584816,0.013975887559354305,0.9482879878746139,84,adaptive_context,1.0,2.0,0.0005,0.0005,25
c3po_ref,A3_tuned_strategy_v1,43,0.03593813219375795,0.055541453600218185,0.11573819071054459,0.003084853058680892,0.9998000934720039,231,adaptive_context,1.0,2.0,0.0005,0.0005,25
c3po_ref,A3_tuned_strategy_v1,44,0.04233546032337472,0.06040795460156246,0.11474597683319679,0.003649121383205056,0.9999818081657091,137,adaptive_context,1.0,2.0,0.0005,0.0005,25
c3po_ref,A3_tuned_strategy_v1,45,0.02672489526131275,0.036238967872521566,0.11421844964990249,0.0013132627354934812,0.9996282814277543,137,adaptive_context,1.0,2.0,0.0005,0.0005,25
c3po_ref,A3_tuned_strategy_v1,46,0.030096350597027182,0.0501588130800641,0.13145669521047518,0.0025159064680337906,0.9997785563270251,299,adaptive_context,1.0,2.0,0.0005,0.0005,25
