model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,fp_at_10_true_rank_gt_30,fp_at_20_true_rank_gt_50,num_parameters
metapath_v1,475.4584906101227,83,0.02322888330810201,1.3196373949788473e-05,0.0027622990917944602,0.0026831855704831844,1.3196374311519321e-05,,0,0.0,0.001340547658581813,410,0.10019550342130987,-0.03200387833180694,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.3647442587311445,0.2,0.2,1.0,0.26883152650801945,7.0,10.0,100083
