model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.15911440062522889,0.15920332577563762,0.3457152520165299,0.45960100025856493,0.15838166326284409,0.15846093968519334,0.21123307943344116
baseline_gnn,0.1784587345123291,0.1784799859086402,0.3538467096559929,0.4544847611642166,0.17829059362411498,0.17831809985593836,0.20655640959739685
