scenario,expected_fail_lines,probability
S1,1,0.256333
S2,0,0.237333
S3,2,0.174667
S4,3,0.138333
S5,4,0.084
S6,5,0.050667
S7,6,0.029667
S8,7,0.016
S9,8,0.007667
S10,9,0.002333
S11,10,0.002333
S12,11,0.000667
