scenario_id,scenario_cost,is_worst,total_ls
0,3436.518451350243,1,2.834680600988097
1,2407.3143352574707,0,2.1084704086327597
2,2573.425419499993,0,2.2862145200287274
3,3422.453914190822,0,2.8268605657241057
4,1504.0822831972516,0,1.3822602162773894
