timestamp,hour_index,hourly_line_risk,hourly_uncertainty,global_expected_nk_fail_lines,global_max_critical_outage_prob,global_high_line_ratio,selected_strategy,reason
2024-09-01 00:00:00,0,1.0,0.3544,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 01:00:00,1,1.0,0.278359,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 02:00:00,2,1.0,0.130103,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 03:00:00,3,1.0,0.175748,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
