scenario_id,scenario_cost,is_worst,total_ls
0,58895.689450314705,1,38.740572668778356
1,54533.82703146125,0,36.88552369730166
2,58585.38708252038,0,38.61128001553071
3,43825.344479827574,0,30.085915937938225
4,50531.237636900856,0,35.030474725825
