line,hour,failure_prob
L8,2024-09-01 08:00:00,0.999594804754399
L9,2024-09-01 08:00:00,0.9999999447133948
L10,2024-09-01 08:00:00,1.7618699832411264e-09
L11,2024-09-01 08:00:00,1.8578333191632268e-05
L12,2024-09-01 08:00:00,0.9999104718164912
L13,2024-09-01 08:00:00,0.9999204577054877
L14,2024-09-01 08:00:00,0.3982231201956887
L0,2024-09-01 09:00:00,0.0009748733538742
L1,2024-09-01 09:00:00,0.3100852511895732
L2,2024-09-01 09:00:00,0.9997980150808152
L3,2024-09-01 09:00:00,0.9999942600182904
L4,2024-09-01 09:00:00,0.9999999999999998
L5,2024-09-01 09:00:00,0.9999999981320302
L6,2024-09-01 09:00:00,0.9952969297068732
L7,2024-09-01 09:00:00,0.9999976281739372
L8,2024-09-01 09:00:00,0.999062376307324
L9,2024-09-01 09:00:00,0.5420712611801635
L10,2024-09-01 09:00:00,3.3808866817253147e-10
L11,2024-09-01 09:00:00,8.363999290939006e-07
L12,2024-09-01 09:00:00,0.9998084944733878
L13,2024-09-01 09:00:00,0.9997580552443456
L14,2024-09-01 09:00:00,0.190095971365962
L0,2024-09-01 10:00:00,0.0001534671847922
L1,2024-09-01 10:00:00,0.0002385162091385
L2,2024-09-01 10:00:00,0.4052629417266138
L3,2024-09-01 10:00:00,0.9999798291872608
L4,2024-09-01 10:00:00,0.9999999999999974
L5,2024-09-01 10:00:00,0.5608333479775465
L6,2024-09-01 10:00:00,0.2826168965916718
L7,2024-09-01 10:00:00,0.9999861639339468
L8,2024-09-01 10:00:00,0.997756997437232
L9,2024-09-01 10:00:00,0.0036493593519553
L10,2024-09-01 10:00:00,6.03715966107643e-11
L11,2024-09-01 10:00:00,2.9288058311927045e-08
L12,2024-09-01 10:00:00,0.9995721471821856
L13,2024-09-01 10:00:00,0.9992401635631828
L14,2024-09-01 10:00:00,0.000122024873042
L0,2024-09-01 11:00:00,1.585257733505152e-05
L1,2024-09-01 11:00:00,2.8883786955424817e-05
L2,2024-09-01 11:00:00,0.0044365695205256
L3,2024-09-01 11:00:00,0.9999263241400612
L4,2024-09-01 11:00:00,0.9999999999999662
L5,2024-09-01 11:00:00,0.0029021107426621
L6,2024-09-01 11:00:00,0.0025568453444911
L7,2024-09-01 11:00:00,0.999916422737307
L8,2024-09-01 11:00:00,0.9945148004836571
L9,2024-09-01 11:00:00,0.0006791157094242
L10,2024-09-01 11:00:00,9.357625785355594e-12
L11,2024-09-01 11:00:00,3.5020197852730917e-09
L12,2024-09-01 11:00:00,0.9990075553972148
L13,2024-09-01 11:00:00,0.3849226191777155
L14,2024-09-01 11:00:00,9.775471460193865e-06
L0,2024-09-01 12:00:00,1.0127544167737312e-06
L1,2024-09-01 12:00:00,2.1646324729340805e-06
L2,2024-09-01 12:00:00,0.0011930519534331
L3,2024-09-01 12:00:00,0.9997241208928986
L4,2024-09-01 12:00:00,0.9999999999994974
L5,2024-09-01 12:00:00,0.0004568484476629
L6,2024-09-01 12:00:00,0.0005336186910404
L7,2024-09-01 12:00:00,0.3755798081489723
L8,2024-09-01 12:00:00,0.2759319726294996
L9,2024-09-01 12:00:00,7.971066336920352e-05
L10,2024-09-01 12:00:00,1.2607692667643278e-12
L11,2024-09-01 12:00:00,5.923801449370102e-10
L12,2024-09-01 12:00:00,0.9976241773802828
L13,2024-09-01 12:00:00,0.248012284252589
L14,2024-09-01 12:00:00,4.432455577019212e-07
L0,2024-09-01 13:00:00,5.344827913589256e-08
L1,2024-09-01 13:00:00,9.845243609252209e-08
L2,2024-09-01 13:00:00,0.0002326586265947
L3,2024-09-01 13:00:00,0.3830439145413205
L4,2024-09-01 13:00:00,0.9999999999916138
L5,2024-09-01 13:00:00,4.209848226521817e-05
L6,2024-09-01 13:00:00,7.085799344030974e-05
L7,2024-09-01 13:00:00,0.0025768268255158
L8,2024-09-01 13:00:00,0.0027309356100549
L9,2024-09-01 13:00:00,5.245289620203764e-06
L10,2024-09-01 13:00:00,1.4910295220715852e-13
L11,2024-09-01 13:00:00,8.448208799194389e-11
L12,2024-09-01 13:00:00,0.9941684172162616
L13,2024-09-01 13:00:00,0.0014632882277141
L14,2024-09-01 13:00:00,2.6046933276902e-08
L0,2024-09-01 14:00:00,7.064266505096839e-09
L1,2024-09-01 14:00:00,5.959718385462054e-09
L2,2024-09-01 14:00:00,3.01486593796696e-05
L3,2024-09-01 14:00:00,0.0040473424846811
L4,2024-09-01 14:00:00,0.9999999998432588
L5,2024-09-01 14:00:00,1.9990789238422124e-06
L6,2024-09-01 14:00:00,5.349946060717592e-06
L7,2024-09-01 14:00:00,0.0005165451584204
L8,2024-09-01 14:00:00,0.0006745048627897
L9,2024-09-01 14:00:00,2.260280462795805e-07
L10,2024-09-01 14:00:00,1.5099033134902132e-14
L11,2024-09-01 14:00:00,9.866440997541304e-12
L12,2024-09-01 14:00:00,0.2660336201957893
L13,2024-09-01 14:00:00,0.0003067273217578
L14,2024-09-01 14:00:00,4.082501892099799e-09
L0,2024-09-01 15:00:00,1.5308836420757643e-09
L1,2024-09-01 15:00:00,1.1344505335131314e-09
L2,2024-09-01 15:00:00,2.4587399918285517e-06
L3,2024-09-01 15:00:00,0.0011407377671535
L4,2024-09-01 15:00:00,0.999999996702318
L5,2024-09-01 15:00:00,7.921871347793542e-08
L6,2024-09-01 15:00:00,2.861066061843332e-07
L7,2024-09-01 15:00:00,6.47651896357182e-05
L8,2024-09-01 15:00:00,0.000112116370094
L9,2024-09-01 15:00:00,2.0976614667489457e-08
L10,2024-09-01 15:00:00,1.887379141862766e-15
L11,2024-09-01 15:00:00,9.330314298949816e-13
L12,2024-09-01 15:00:00,0.0023828110120498
L13,2024-09-01 15:00:00,4.230103860569656e-05
L14,2024-09-01 15:00:00,6.263446428178553e-10
L0,2024-09-01 16:00:00,3.031086492910617e-10
L1,2024-09-01 16:00:00,2.4044877200424253e-10
L2,2024-09-01 16:00:00,1.7957732434403797e-07
L3,2024-09-01 16:00:00,0.0002288708633113
L4,2024-09-01 16:00:00,0.6355635130298942
L5,2024-09-01 16:00:00,9.107982146261406e-09
L6,2024-09-01 16:00:00,2.94585673632497e-08
L7,2024-09-01 16:00:00,4.461865535598797e-06
L8,2024-09-01 16:00:00,1.1004354385169002e-05
L9,2024-09-01 16:00:00,3.1423199597924163e-09
L10,2024-09-01 16:00:00,0.0
L11,2024-09-01 16:00:00,7.0832228971085e-14
L12,2024-09-01 16:00:00,0.0005244160314765
L13,2024-09-01 16:00:00,3.537025416222584e-06
L14,2024-09-01 16:00:00,7.547562574927724e-11
L0,2024-09-01 17:00:00,5.1746384954753915e-11
L1,2024-09-01 17:00:00,4.3627323975670145e-11
L2,2024-09-01 17:00:00,2.5443491313836833e-08
L3,2024-09-01 17:00:00,2.8846362269518977e-05
L4,2024-09-01 17:00:00,0.4329585693205872
L5,2024-09-01 17:00:00,1.1360957730133234e-09
L6,2024-09-01 17:00:00,3.7854098744460885e-09
L7,2024-09-01 17:00:00,2.249760124861666e-07
L8,2024-09-01 17:00:00,6.448563905081528e-07
L9,2024-09-01 17:00:00,3.761213562825105e-10
L10,2024-09-01 17:00:00,0.0
L11,2024-09-01 17:00:00,4.884981308350689e-15
L12,2024-09-01 17:00:00,6.969681927482263e-05
L13,2024-09-01 17:00:00,2.445623951130571e-07
L14,2024-09-01 17:00:00,6.889600001613872e-12
L0,2024-09-01 18:00:00,7.526201883933936e-12
L1,2024-09-01 18:00:00,6.5991656583719305e-12
L2,2024-09-01 18:00:00,4.134702802360834e-09
L3,2024-09-01 18:00:00,2.060544055826341e-06
L4,2024-09-01 18:00:00,0.0016177413844377
L5,2024-09-01 18:00:00,1.0242295900297904e-10
L6,2024-09-01 18:00:00,3.5225111716385977e-10
L7,2024-09-01 18:00:00,2.392590170430253e-08
L8,2024-09-01 18:00:00,5.233562716533414e-08
L9,2024-09-01 18:00:00,3.2989166953711895e-11
L10,2024-09-01 18:00:00,0.0
L11,2024-09-01 18:00:00,0.0
L12,2024-09-01 18:00:00,4.657014323949937e-06
L13,2024-09-01 18:00:00,3.1241378373181306e-08
L14,2024-09-01 18:00:00,4.636291350834654e-13
L0,2024-09-01 19:00:00,9.270362255620057e-13
L1,2024-09-01 19:00:00,8.189005029635156e-13
L2,2024-09-01 19:00:00,5.165614602731239e-10
L3,2024-09-01 19:00:00,1.3056059422478228e-07
L4,2024-09-01 19:00:00,0.0002375651326796
L5,2024-09-01 19:00:00,6.301958954679776e-12
L6,2024-09-01 19:00:00,2.1677326600411103e-11
L7,2024-09-01 19:00:00,2.7675239877567037e-09
L8,2024-09-01 19:00:00,6.636101335111277e-09
L9,2024-09-01 19:00:00,2.043365476822601e-12
L10,2024-09-01 19:00:00,0.0
L11,2024-09-01 19:00:00,0.0
L12,2024-09-01 19:00:00,2.047633368418289e-07
L13,2024-09-01 19:00:00,4.3218875145356606e-09
L14,2024-09-01 19:00:00,2.3092638912203256e-14
L0,2024-09-01 20:00:00,9.769962616701379e-14
L1,2024-09-01 20:00:00,8.348877145181177e-14
L2,2024-09-01 20:00:00,4.624600702385351e-11
L3,2024-09-01 20:00:00,1.6236180733208982e-08
L4,2024-09-01 20:00:00,1.6014022258925564e-05
L5,2024-09-01 20:00:00,2.564615186884112e-13
L6,2024-09-01 20:00:00,8.393286066166183e-13
L7,2024-09-01 20:00:00,2.1210100342727856e-10
L8,2024-09-01 20:00:00,6.090677961978486e-10
L9,2024-09-01 20:00:00,8.770761894538738e-14
L10,2024-09-01 20:00:00,0.0
L11,2024-09-01 20:00:00,0.0
L12,2024-09-01 20:00:00,1.811039795907021e-08
L13,2024-09-01 20:00:00,4.2199677086074416e-10
L14,2024-09-01 20:00:00,8.881784197001252e-16
L0,2024-09-01 21:00:00,8.881784197001252e-15
L1,2024-09-01 21:00:00,7.105427357601002e-15
L2,2024-09-01 21:00:00,2.858380199199928e-12
L3,2024-09-01 21:00:00,1.8137141788443503e-09
L4,2024-09-01 21:00:00,3.998340658561972e-07
L5,2024-09-01 21:00:00,6.994405055138486e-15
L6,2024-09-01 21:00:00,2.0206059048177852e-14
L7,2024-09-01 21:00:00,9.843237336326638e-12
L8,2024-09-01 21:00:00,3.4307445773151806e-11
L9,2024-09-01 21:00:00,2.7755575615628917e-15
L10,2024-09-01 21:00:00,0.0
L11,2024-09-01 21:00:00,0.0
L12,2024-09-01 21:00:00,1.431674334639865e-09
L13,2024-09-01 21:00:00,2.66976440954636e-11
L14,2024-09-01 21:00:00,0.0
L0,2024-09-01 22:00:00,1.1102230246251563e-15
L1,2024-09-01 22:00:00,0.0
L2,2024-09-01 22:00:00,1.2090328738167957e-13
L3,2024-09-01 22:00:00,1.2914636027261395e-10
L4,2024-09-01 22:00:00,1.653218251185251e-08
L5,2024-09-01 22:00:00,0.0
L6,2024-09-01 22:00:00,2.220446049250313e-16
L7,2024-09-01 22:00:00,2.642330798607873e-13
L8,2024-09-01 22:00:00,1.1119993814645568e-12
L9,2024-09-01 22:00:00,0.0
L10,2024-09-01 22:00:00,0.0
L11,2024-09-01 22:00:00,0.0
L12,2024-09-01 22:00:00,6.246536621290488e-11
L13,2024-09-01 22:00:00,1.04549702228951e-12
L14,2024-09-01 22:00:00,0.0
L0,2024-09-01 23:00:00,0.0
L1,2024-09-01 23:00:00,0.0
L2,2024-09-01 23:00:00,3.6637359812630166e-15
L3,2024-09-01 23:00:00,5.473954622914334e-12
L4,2024-09-01 23:00:00,1.1956496903664515e-09
L5,2024-09-01 23:00:00,0.0
L6,2024-09-01 23:00:00,0.0
L7,2024-09-01 23:00:00,4.440892098500626e-15
L8,2024-09-01 23:00:00,2.0650148258027912e-14
L9,2024-09-01 23:00:00,0.0
L10,2024-09-01 23:00:00,0.0
L11,2024-09-01 23:00:00,0.0
L12,2024-09-01 23:00:00,1.369349078572668e-12
L13,2024-09-01 23:00:00,2.564615186884112e-14
L14,2024-09-01 23:00:00,0.0
L0,2024-09-02 00:00:00,0.0
L1,2024-09-02 00:00:00,0.0
L2,2024-09-02 00:00:00,0.0
L3,2024-09-02 00:00:00,1.3655743202889425e-13
L4,2024-09-02 00:00:00,4.7065684682934255e-11
L5,2024-09-02 00:00:00,0.0
L6,2024-09-02 00:00:00,0.0
L7,2024-09-02 00:00:00,0.0
L8,2024-09-02 00:00:00,2.220446049250313e-16
L9,2024-09-02 00:00:00,0.0
L10,2024-09-02 00:00:00,0.0
L11,2024-09-02 00:00:00,0.0
L12,2024-09-02 00:00:00,1.5099033134902132e-14
L13,2024-09-02 00:00:00,3.3306690738754696e-16
L14,2024-09-02 00:00:00,0.0
L0,2024-09-02 01:00:00,0.0
L1,2024-09-02 01:00:00,0.0
L2,2024-09-02 01:00:00,0.0
L3,2024-09-02 01:00:00,2.3314683517128287e-15
L4,2024-09-02 01:00:00,9.166001291305292e-13
L5,2024-09-02 01:00:00,0.0
L6,2024-09-02 01:00:00,0.0
L7,2024-09-02 01:00:00,0.0
L8,2024-09-02 01:00:00,0.0
L9,2024-09-02 01:00:00,0.0
L10,2024-09-02 01:00:00,0.0
L11,2024-09-02 01:00:00,0.0
L12,2024-09-02 01:00:00,0.0
L13,2024-09-02 01:00:00,0.0
L14,2024-09-02 01:00:00,0.0
L0,2024-09-02 02:00:00,0.0
L1,2024-09-02 02:00:00,0.0
L2,2024-09-02 02:00:00,0.0
L3,2024-09-02 02:00:00,0.0
L4,2024-09-02 02:00:00,9.325873406851317e-15
L5,2024-09-02 02:00:00,0.0
L6,2024-09-02 02:00:00,0.0
L7,2024-09-02 02:00:00,0.0
L8,2024-09-02 02:00:00,0.0
L9,2024-09-02 02:00:00,0.0
L10,2024-09-02 02:00:00,0.0
L11,2024-09-02 02:00:00,0.0
L12,2024-09-02 02:00:00,0.0
L13,2024-09-02 02:00:00,0.0
L14,2024-09-02 02:00:00,0.0
L0,2024-09-02 03:00:00,0.0
L1,2024-09-02 03:00:00,0.0
L2,2024-09-02 03:00:00,0.0
L3,2024-09-02 03:00:00,0.0
L4,2024-09-02 03:00:00,0.0
L5,2024-09-02 03:00:00,0.0
L6,2024-09-02 03:00:00,0.0
L7,2024-09-02 03:00:00,0.0
L8,2024-09-02 03:00:00,0.0
L9,2024-09-02 03:00:00,0.0
L10,2024-09-02 03:00:00,0.0
L11,2024-09-02 03:00:00,0.0
L12,2024-09-02 03:00:00,0.0
L13,2024-09-02 03:00:00,0.0
L14,2024-09-02 03:00:00,0.0
L0,2024-09-02 04:00:00,0.0
L1,2024-09-02 04:00:00,0.0
L2,2024-09-02 04:00:00,0.0
L3,2024-09-02 04:00:00,0.0
L4,2024-09-02 04:00:00,0.0
L5,2024-09-02 04:00:00,0.0
L6,2024-09-02 04:00:00,0.0
L7,2024-09-02 04:00:00,0.0
L8,2024-09-02 04:00:00,0.0
L9,2024-09-02 04:00:00,0.0
L10,2024-09-02 04:00:00,0.0
L11,2024-09-02 04:00:00,0.0
L12,2024-09-02 04:00:00,0.0
L13,2024-09-02 04:00:00,0.0
L14,2024-09-02 04:00:00,0.0
L0,2024-09-02 05:00:00,0.0
L1,2024-09-02 05:00:00,0.0
L2,2024-09-02 05:00:00,0.0
L3,2024-09-02 05:00:00,0.0
L4,2024-09-02 05:00:00,0.0
L5,2024-09-02 05:00:00,0.0
L6,2024-09-02 05:00:00,0.0
L7,2024-09-02 05:00:00,0.0
L8,2024-09-02 05:00:00,0.0
L9,2024-09-02 05:00:00,0.0
L10,2024-09-02 05:00:00,0.0
L11,2024-09-02 05:00:00,0.0
L12,2024-09-02 05:00:00,0.0
L13,2024-09-02 05:00:00,0.0
L14,2024-09-02 05:00:00,0.0
L0,2024-09-02 06:00:00,0.0
L1,2024-09-02 06:00:00,0.0
L2,2024-09-02 06:00:00,0.0
L3,2024-09-02 06:00:00,0.0
L4,2024-09-02 06:00:00,0.0
L5,2024-09-02 06:00:00,0.0
L6,2024-09-02 06:00:00,0.0
L7,2024-09-02 06:00:00,0.0
L8,2024-09-02 06:00:00,0.0
L9,2024-09-02 06:00:00,0.0
L10,2024-09-02 06:00:00,0.0
L11,2024-09-02 06:00:00,0.0
L12,2024-09-02 06:00:00,0.0
L13,2024-09-02 06:00:00,0.0
L14,2024-09-02 06:00:00,0.0
L0,2024-09-02 07:00:00,0.0
L1,2024-09-02 07:00:00,0.0
L2,2024-09-02 07:00:00,0.0
L3,2024-09-02 07:00:00,0.0
L4,2024-09-02 07:00:00,0.0
L5,2024-09-02 07:00:00,0.0
L6,2024-09-02 07:00:00,0.0
L7,2024-09-02 07:00:00,0.0
L8,2024-09-02 07:00:00,0.0
L9,2024-09-02 07:00:00,0.0
L10,2024-09-02 07:00:00,0.0
L11,2024-09-02 07:00:00,0.0
L12,2024-09-02 07:00:00,0.0
L13,2024-09-02 07:00:00,0.0
L14,2024-09-02 07:00:00,0.0
L0,2024-09-02 08:00:00,0.0
L1,2024-09-02 08:00:00,0.0
L2,2024-09-02 08:00:00,0.0
L3,2024-09-02 08:00:00,0.0
L4,2024-09-02 08:00:00,0.0
L5,2024-09-02 08:00:00,0.0
L6,2024-09-02 08:00:00,0.0
L7,2024-09-02 08:00:00,0.0
L8,2024-09-02 08:00:00,0.0
L9,2024-09-02 08:00:00,0.0
L10,2024-09-02 08:00:00,0.0
L11,2024-09-02 08:00:00,0.0
L12,2024-09-02 08:00:00,0.0
L13,2024-09-02 08:00:00,0.0
L14,2024-09-02 08:00:00,0.0
L0,2024-09-02 09:00:00,0.0
L1,2024-09-02 09:00:00,0.0
L2,2024-09-02 09:00:00,0.0
L3,2024-09-02 09:00:00,0.0
L4,2024-09-02 09:00:00,0.0
L5,2024-09-02 09:00:00,0.0
L6,2024-09-02 09:00:00,0.0
L7,2024-09-02 09:00:00,0.0
L8,2024-09-02 09:00:00,0.0
L9,2024-09-02 09:00:00,0.0
L10,2024-09-02 09:00:00,0.0
L11,2024-09-02 09:00:00,0.0
L12,2024-09-02 09:00:00,0.0
L13,2024-09-02 09:00:00,0.0
L14,2024-09-02 09:00:00,0.0
L0,2024-09-02 10:00:00,0.0
L1,2024-09-02 10:00:00,0.0
L2,2024-09-02 10:00:00,0.0
L3,2024-09-02 10:00:00,0.0
L4,2024-09-02 10:00:00,0.0
L5,2024-09-02 10:00:00,0.0
L6,2024-09-02 10:00:00,0.0
L7,2024-09-02 10:00:00,0.0
L8,2024-09-02 10:00:00,0.0
L9,2024-09-02 10:00:00,0.0
L10,2024-09-02 10:00:00,0.0
L11,2024-09-02 10:00:00,0.0
L12,2024-09-02 10:00:00,0.0
L13,2024-09-02 10:00:00,0.0
L14,2024-09-02 10:00:00,0.0
L0,2024-09-02 11:00:00,9.992007221626407e-15
L1,2024-09-02 11:00:00,0.0
L2,2024-09-02 11:00:00,0.0
L3,2024-09-02 11:00:00,0.0
L4,2024-09-02 11:00:00,0.0
L5,2024-09-02 11:00:00,0.0
L6,2024-09-02 11:00:00,0.0
L7,2024-09-02 11:00:00,0.0
L8,2024-09-02 11:00:00,0.0
L9,2024-09-02 11:00:00,0.0
L10,2024-09-02 11:00:00,7.926992395823619e-14
L11,2024-09-02 11:00:00,0.0
L12,2024-09-02 11:00:00,0.0
L13,2024-09-02 11:00:00,0.0
L14,2024-09-02 11:00:00,0.0
L0,2024-09-02 12:00:00,9.79216707719388e-13
L1,2024-09-02 12:00:00,0.0
L2,2024-09-02 12:00:00,0.0
L3,2024-09-02 12:00:00,0.0
L4,2024-09-02 12:00:00,0.0
L5,2024-09-02 12:00:00,0.0
L6,2024-09-02 12:00:00,0.0
L7,2024-09-02 12:00:00,0.0
L8,2024-09-02 12:00:00,0.0
L9,2024-09-02 12:00:00,0.0
L10,2024-09-02 12:00:00,1.526323512024419e-11
L11,2024-09-02 12:00:00,0.0
L12,2024-09-02 12:00:00,0.0
L13,2024-09-02 12:00:00,0.0
L14,2024-09-02 12:00:00,0.0
L0,2024-09-02 13:00:00,7.025824366735378e-11
L1,2024-09-02 13:00:00,1.9539925233402755e-14
L2,2024-09-02 13:00:00,0.0
L3,2024-09-02 13:00:00,0.0
L4,2024-09-02 13:00:00,0.0
L5,2024-09-02 13:00:00,0.0
L6,2024-09-02 13:00:00,0.0
L7,2024-09-02 13:00:00,0.0
L8,2024-09-02 13:00:00,0.0
L9,2024-09-02 13:00:00,0.0
L10,2024-09-02 13:00:00,1.1790770582109642e-09
L11,2024-09-02 13:00:00,4.030109579389318e-14
L12,2024-09-02 13:00:00,0.0
L13,2024-09-02 13:00:00,0.0
L14,2024-09-02 13:00:00,0.0
L0,2024-09-02 14:00:00,2.7411724001780158e-09
L1,2024-09-02 14:00:00,1.687538997430238e-12
L2,2024-09-02 14:00:00,3.6637359812630166e-15
L3,2024-09-02 14:00:00,0.0
L4,2024-09-02 14:00:00,0.0
L5,2024-09-02 14:00:00,0.0
L6,2024-09-02 14:00:00,0.0
L7,2024-09-02 14:00:00,0.0
L8,2024-09-02 14:00:00,0.0
L9,2024-09-02 14:00:00,1.1102230246251563e-15
L10,2024-09-02 14:00:00,1.390893998309828e-06
L11,2024-09-02 14:00:00,1.31161748129216e-11
L12,2024-09-02 14:00:00,0.0
L13,2024-09-02 14:00:00,0.0
L14,2024-09-02 14:00:00,8.881784197001252e-16
L0,2024-09-02 15:00:00,2.3613539956723886e-07
L1,2024-09-02 15:00:00,8.038014698286132e-11
L2,2024-09-02 15:00:00,7.560618797697316e-13
L3,2024-09-02 15:00:00,0.0
L4,2024-09-02 15:00:00,0.0
L5,2024-09-02 15:00:00,6.217248937900877e-15
L6,2024-09-02 15:00:00,1.7763568394002505e-15
L7,2024-09-02 15:00:00,0.0
L8,2024-09-02 15:00:00,0.0
L9,2024-09-02 15:00:00,3.880229471064922e-13
L10,2024-09-02 15:00:00,0.1632745730930705
L11,2024-09-02 15:00:00,1.3308835145053875e-09
L12,2024-09-02 15:00:00,0.0
