timestamp,selected_strategy,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,total_cost
2024-09-02 00:00:00,SCUC,41.22144185062725,3.9519195017560618,99662.0,743.7792308731383,100450.95259222553
2024-09-02 01:00:00,SCUC,42.02492297602235,3.7355976603016754,0.0,408.91289431968175,454.6734149560058
2024-09-02 02:00:00,SCUC,42.79170804202474,3.5291555271472785,0.0,203.14659497172642,249.46745854089843
2024-09-02 03:00:00,SCUC,43.42923196594632,3.3575144707067643,0.0,81.28744804747576,128.07419448412884
2024-09-02 04:00:00,Stochastic_UC,60.84730552837961,5.5406091059798435,0.0,0.0,66.38791463435945
2024-09-02 05:00:00,SCUC,44.210336956821294,3.1472169731634807,0.0,64.09695137395548,111.45450530394025
2024-09-02 06:00:00,Stochastic_UC,56.57794501834076,7.4266981772354415,0.0,0.0,64.00464319557621
2024-09-02 07:00:00,SCUC,43.312549956248816,3.3889288579330215,0.0,458.4336150655002,505.135093879682
2024-09-02 08:00:00,SCUC,43.43122052874237,3.3569790884188326,0.0,648.4934331336974,695.2816327508586
2024-09-02 09:00:00,SCUC,42.80085872838876,3.526691880818413,0.0,1012.3945453284143,1058.7220959376216
2024-09-02 10:00:00,SCUC,42.051397743233146,3.728469838360299,0.0,1287.5502932213128,1333.3301608029062
2024-09-02 11:00:00,SCUC,41.5015302980151,3.8765110736113324,0.0,1372.1960774204485,1417.574118792075
2024-09-02 12:00:00,SCUC,41.73710617075443,3.813086800186003,0.0,1292.9871068653574,1338.5372998362977
2024-09-02 13:00:00,SCUC,42.141161181767444,3.7043027587549204,0.0,1173.1366224295593,1218.9820863700818
2024-09-02 14:00:00,SCUC,42.058942095917224,3.7264386664838316,0.0,1137.2183405135527,1183.0037212759537
2024-09-02 15:00:00,SCUC,41.897926197428035,3.76978910069246,0.0,1154.2495620942248,1199.9172773923453
2024-09-02 16:00:00,SCUC,41.64736413076358,3.837248118640572,0.0,1226.0307339107471,1271.5153461601512
2024-09-02 17:00:00,SCUC,40.933291349113276,4.029498482931043,0.0,1400.291639124613,1445.2544289566574
2024-09-02 18:00:00,SCUC,40.23109171733097,4.218552229949344,0.0,1584.9862296472147,1629.435873594495
2024-09-02 19:00:00,SCUC,39.555834073724824,4.400352364766394,0.0,1703.056412137731,1747.0125985762222
2024-09-02 20:00:00,SCUC,40.019475020272466,4.275525956080502,0.0,1627.8840583522733,1672.1790593286262
2024-09-02 21:00:00,SCUC,40.451757723633214,4.159142151329519,0.0,1555.4795331342154,1600.0904330091782
2024-09-02 22:00:00,SCUC,40.92059261462719,4.032917372984997,0.0,1460.0137366659505,1504.9672466535628
2024-09-02 23:00:00,Stochastic_UC,79.48647320025978,7.683404849598616,0.0,0.0,87.1698780498584
