epoch,train_mse,val_mse,warmup_scale,train_gate_reg,train_attn_entropy,train_rank_loss,train_fp_loss
1.0,0.3582885265350342,0.09115626662969589,0.01,0.00865640863776207,0.9999700784683228,0.0,0.2869694232940674
2.0,0.10497336834669113,0.027455968782305717,0.02,0.004611601121723652,0.999958872795105,0.0,0.07741449028253555
3.0,0.046955324709415436,0.009129197336733341,0.03,0.0029068717267364264,0.9999834299087524,0.0,0.02254243567585945
4.0,0.03509758785367012,0.003628066275268793,0.04,0.001629212754778564,0.9999731183052063,0.0,0.0072376541793346405
5.0,0.03375386819243431,0.001778892707079649,0.05,0.0008646263158880174,0.999973475933075,0.0,0.0027173536363989115
6.0,0.03425116837024689,0.0010571629973128438,0.06,0.0004395402502268553,0.9999487400054932,0.0,0.0012407797621563077
7.0,0.03487492725253105,0.0007424906361848116,0.07,0.00021920126164332032,0.9999929666519165,0.0,0.0006956887082196772
8.0,0.03529515489935875,0.0006080733146518469,0.08,0.00011098777031293139,0.9999560713768005,0.0,0.0004543308459687978
9.0,0.035515520721673965,0.0005790125578641891,0.09,5.908531238674186e-05,0.999985933303833,0.0,0.000354389485437423
10.0,0.03561282902956009,0.0006421568687073886,0.1,3.4084001526935026e-05,0.9999836683273315,0.0,0.00033594027627259493
11.0,0.03547307476401329,0.000833919330034405,0.11,2.187403333664406e-05,0.9999744892120361,0.0,0.0003770850889850408
12.0,0.035206928849220276,0.001265243161469698,0.12,1.59803603310138e-05,0.9999971985816956,0.0,0.0005258660530671477
13.0,0.03464252129197121,0.0022072463762015104,0.13,1.3519591448130086e-05,0.9999896883964539,0.0,0.0008498359238728881
14.0,0.03418198227882385,0.0041205971501767635,0.14,1.3339134966372512e-05,0.9999891519546509,0.0,0.0016156178899109364
15.0,0.0339110791683197,0.006597567815333605,0.15,1.4907674994901754e-05,0.999999463558197,0.0,0.0031701126135885715
16.0,0.0342051163315773,0.006809104699641466,0.16,1.572200926602818e-05,0.9999964237213135,0.0,0.005228462629020214
17.0,0.03434572368860245,0.0051736109890043736,0.17,1.1767064279410988e-05,0.9999961256980896,0.0,0.005328603554517031
18.0,0.03370114043354988,0.0035944394767284393,0.18,7.11703023625887e-06,0.9999967813491821,0.0,0.003950325772166252
19.0,0.03336052596569061,0.002675773575901985,0.19,4.1386010707356036e-06,0.9999963641166687,0.0,0.0026274153497070074
20.0,0.033432766795158386,0.002274085069075227,0.2,2.6130417154490715e-06,0.999997079372406,0.0,0.0019031709525734186
21.0,0.033387769013643265,0.0022377592977136374,0.21,1.8753264612314524e-06,0.9999960064888,0.0,0.001599185517989099
22.0,0.03335961699485779,0.002527695382013917,0.22,1.5397687320728437e-06,0.999996542930603,0.0,0.001535570714622736
23.0,0.03328283503651619,0.0031825692858546972,0.23,1.4343296470542555e-06,0.9999989867210388,0.0,0.0017576530808582902
24.0,0.032899804413318634,0.004280461464077234,0.24,1.4873509144308628e-06,0.9999958872795105,0.0,0.0022637953516095877
25.0,0.032778676599264145,0.005690329242497683,0.25,1.6683798094163649e-06,0.9999983906745911,0.0,0.0030879080295562744
26.0,0.03252861648797989,0.006736569572240114,0.26,1.9095086827292107e-06,0.9999997019767761,0.0,0.004221336450427771
27.0,0.03273305669426918,0.006591725163161755,0.27,2.043124368356075e-06,0.9999969601631165,0.0,0.0050285207107663155
28.0,0.032329775393009186,0.005583548918366432,0.28,1.917647523441701e-06,0.9999972581863403,0.0,0.004852422047406435
29.0,0.03209001570940018,0.004527881275862455,0.29,1.6396364799220464e-06,0.9999972581863403,0.0,0.004051786381751299
30.0,0.032063137739896774,0.003880582982674241,0.3,1.3824553661834216e-06,0.9999989867210388,0.0,0.003175186226144433
31.0,0.031935643404722214,0.00372184906154871,0.31,1.234536625815963e-06,0.9999972581863403,0.0,0.0027018028777092695
32.0,0.03189251944422722,0.0040577794425189495,0.32,1.2087160712326295e-06,0.9999966621398926,0.0,0.00256744003854692
33.0,0.03167052939534187,0.004933100659400225,0.33,1.3079593372822274e-06,0.9999999403953552,0.0,0.002782485680654645
34.0,0.031206395477056503,0.006275637075304985,0.34,1.5446078123204643e-06,0.9999977350234985,0.0,0.003424006747081876
35.0,0.030980080366134644,0.00740154879167676,0.35,1.913473170134239e-06,0.9999988675117493,0.0,0.004451654385775328
36.0,0.03068333864212036,0.0073026386089622974,0.36,2.325529067093157e-06,0.9999992847442627,0.0,0.005263634491711855
37.0,0.03058108687400818,0.006230674218386412,0.37,2.6168845579377376e-06,0.9999991655349731,0.0,0.005153784062713385
38.0,0.03013012744486332,0.005322462413460016,0.38,2.8060528620699188e-06,0.9999986886978149,0.0,0.004324966575950384
39.0,0.029957527294754982,0.0052031297236680984,0.39,3.128348225800437e-06,0.9999986886978149,0.0,0.003669146681204438
40.0,0.02935274876654148,0.006147244479507208,0.4,3.8418552321672905e-06,0.9999978542327881,0.0,0.0035659393761307
41.0,0.028938336297869682,0.008001246489584446,0.41,5.294265065458603e-06,0.9999972581863403,0.0,0.004216894041746855
42.0,0.02855733223259449,0.008503895252943039,0.42,8.389839422306977e-06,0.9999980330467224,0.0,0.0056895846500992775
43.0,0.027821622788906097,0.006743468809872866,0.43,1.4879586160532199e-05,0.9999924302101135,0.0,0.006117560435086489
44.0,0.02749767154455185,0.0056702811270952225,0.44,2.924376713053789e-05,0.9999921917915344,0.0,0.004916653502732515
45.0,0.0270253773778677,0.0063644396141171455,0.45,8.064470603130758e-05,0.9999831318855286,0.0,0.0042354632169008255
