model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,fp_at_10_true_rank_gt_30,fp_at_20_true_rank_gt_50,num_parameters
metapath_v1,137.2674524784088,92,0.010850803203429677,4.343606005105275e-05,0.005960441333507387,0.005316701200439373,4.3436062696855515e-05,,0,0.0,0.0068708675841583295,410,0.10019550342130987,0.226468772026892,0.2,0.2,1.0,0.16958010263680806,0.3,0.3,1.0,0.2735872697693364,0.3,0.3,1.0,0.27881492720299617,7.0,10.0,100083
