line_id,input_p_mean,empirical_p_mean,absolute_error_mean
L4,0.23708905533426775,0.23697916666666666,0.00010988866760108795
L10,0.23057306088557247,0.2295464409722222,0.001026619913350263
L0,0.22588262392293265,0.22639973958333334,0.000517115660400691
L11,0.22267444223048452,0.22200520833333334,0.000669233897151178
L12,0.19804562086074615,0.19786241319444445,0.00018320766630169905
L3,0.18594897993653225,0.1862521701388889,0.0003031902023566402
L7,0.17194360651304297,0.17127821180555555,0.0006653947074874156
L8,0.17042520047796514,0.169921875,0.0005033254779651386
L13,0.16159335734907007,0.1616753472222222,8.198987315213846e-05
L14,0.15268818920420027,0.15299479166666666,0.00030660246246638767
L1,0.15031495716680085,0.15098741319444445,0.0006724560276435976
L5,0.1471448668051216,0.14881727430555555,0.001672407500433959
L2,0.14468188554687703,0.14485677083333334,0.00017488528645631662
L6,0.142912453127629,0.14290364583333334,8.807294295670731e-06
L9,0.13300683661249002,0.1335177951388889,0.0005109585263988747
