scenario,expected_fail_lines,probability
S1,1,0.243
S2,0,0.229667
S3,2,0.186
S4,3,0.126333
S5,4,0.087667
S6,5,0.059333
S7,6,0.036
S8,7,0.017667
S9,8,0.008
S10,9,0.004333
S11,10,0.001
S12,11,0.001
