scenario,expected_fail_lines,probability
S1,1,0.231333
S2,0,0.216667
S3,2,0.189
S4,3,0.136333
S5,4,0.083667
S6,5,0.059667
S7,6,0.039
S8,7,0.02
S9,8,0.013
S10,9,0.007667
S11,10,0.002333
S12,11,0.001333
