epoch,train_mse,val_mse,warmup_scale,train_gate_reg,train_attn_entropy,train_rank_loss
1.0,0.235499769449234,0.2120993286371231,0.01,0.2860763370990753,0.9998012185096741,0.008520115166902542
2.0,0.2172572910785675,0.19004932045936584,0.02,0.05413462966680527,0.9997841715812683,0.002511395374312997
3.0,0.20172202587127686,0.1698474884033203,0.03,0.006568331271409988,0.9997209310531616,0.0012341305846348405
4.0,0.1860663741827011,0.14812564849853516,0.04,0.0012886604527011514,0.9997071623802185,0.001128293457441032
5.0,0.16994372010231018,0.12110201269388199,0.05,0.0005610571824945509,0.9994254112243652,0.0004625458095688373
6.0,0.1535203456878662,0.07805235683917999,0.06,0.0006270533194765449,0.9992454051971436,0.00045227271039038897
7.0,0.13690008223056793,0.04810956120491028,0.07,0.002067830413579941,0.9995167851448059,0.0004400290490593761
8.0,0.11949855834245682,0.0601583756506443,0.08,0.01833248883485794,0.9986059665679932,0.0004952006856910884
9.0,0.11187522113323212,0.04209796339273453,0.09,0.06121063232421875,0.9998847842216492,0.0002767752739600837
10.0,0.08781351149082184,0.04664839059114456,0.1,0.006764714606106281,0.9989375472068787,0.00017964199651032686
11.0,0.07355199009180069,0.053388822823762894,0.11,0.0009113732376135886,0.9999294877052307,0.00040542191709391773
12.0,0.05799969285726547,0.05223940685391426,0.12,0.0002061020495602861,0.9995672702789307,0.0005982152069918811
13.0,0.0435963049530983,0.0475647896528244,0.13,6.793581269448623e-05,0.9996111392974854,0.0006254946929402649
14.0,0.03220733627676964,0.04156220331788063,0.14,2.905230394389946e-05,0.9999698400497437,0.0001795137213775888
15.0,0.02221635915338993,0.035005923360586166,0.15,1.485647680965485e-05,0.9998102188110352,1.3902960745326709e-05
16.0,0.014685820788145065,0.02834036387503147,0.16,8.641830390843097e-06,0.9996894001960754,3.422074587433599e-05
17.0,0.008870028890669346,0.021876130253076553,0.17,5.534678621188505e-06,0.9999038577079773,0.00019423056801315397
18.0,0.005135133862495422,0.01604209654033184,0.18,3.820946403720882e-06,0.9999871253967285,8.589346543885767e-05
19.0,0.0017697997391223907,0.011224748566746712,0.19,2.799851017698529e-06,0.9998584985733032,1.941913433256559e-05
20.0,-0.000525251030921936,0.0075601451098918915,0.2,2.1504883989109658e-06,0.999823808670044,2.5389659640495665e-05
21.0,-0.001785829896107316,0.004999280441552401,0.21,1.7153994349428103e-06,0.9999279379844666,1.0125027984031476e-05
22.0,-0.002870870055630803,0.0033496394753456116,0.22,1.4110554502622108e-06,0.9999927878379822,6.37543635093607e-05
23.0,-0.003428683616220951,0.002374733565375209,0.23,1.1902508276762092e-06,0.9999489188194275,1.3879965990781784e-05
24.0,-0.003921061754226685,0.0018594771390780807,0.24,1.0252414313072222e-06,0.9998955726623535,3.9706690586172044e-05
