scenario,expected_fail_lines,probability
S1,1,0.224
S2,0,0.208667
S3,2,0.176333
S4,3,0.140667
S5,4,0.097333
S6,5,0.061667
S7,6,0.041333
S8,7,0.023667
S9,8,0.014
S10,9,0.009
S11,10,0.001667
S12,11,0.001
S13,12,0.000333
S14,13,0.000333
