policy,Priority,Robustness,Rapidity,Sustainability,TOPSIS_Score,TOPSIS_Rank
priority_with_reserve,0.6005461320281219,0.3065636625435231,0.0497870683678639,0.2932060818859302,1.0,1
uniform_with_reserve,0.306563662543523,0.3065636625435231,0.0497870683678639,0.2932060818859302,0.5204880623026332,2
priority_no_reserve,0.4840260713559041,0.2533264257593789,0.0497870683678639,0.2450865125599582,0.3431381302595241,3
