scenario,expected_fail_lines,probability
S1,0,0.275333
S2,1,0.236667
S3,2,0.174333
S4,3,0.125667
S5,4,0.082333
S6,5,0.047667
S7,6,0.034333
S8,7,0.014
S9,8,0.005333
S10,9,0.002
S11,10,0.002
S12,11,0.000333
