scenario_id,probability
0,0.016666666666666666
1,0.06666666666666667
2,0.13333333333333333
3,0.1
4,0.03333333333333333
5,0.21666666666666667
6,0.18333333333333332
7,0.1
8,0.016666666666666666
9,0.13333333333333333
