timestamp,gen_id,bus,pmax,base_dispatch,reserve,base_plus_reserve
2024-09-01 00:00:00,TH0,0,1.2,1.0240824423202919,0.17591755767970804,1.2
2024-09-01 00:00:00,EMG_DG_1,1,0.18,0.0,0.11937865003939338,0.11937865003939338
2024-09-01 00:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 00:00:00,EMG_DG_3,4,0.1,0.0,0.1,0.1
2024-09-01 01:00:00,TH0,0,1.2,0.9492616075059731,0.25073839249402685,1.2
2024-09-01 01:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 01:00:00,EMG_DG_2,3,0.15,0.0,0.122111564780779,0.122111564780779
2024-09-01 01:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 02:00:00,TH0,0,1.2,0.8769142881288573,0.32308571187114266,1.2
2024-09-01 02:00:00,EMG_DG_1,1,0.18,0.0,0.028060049590528435,0.028060049590528435
2024-09-01 02:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 02:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 03:00:00,TH0,0,1.2,0.8168566107736738,0.33312845825511606,1.1499850690287898
2024-09-01 03:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 03:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 03:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 04:00:00,TH0,0,1.2,0.7722020689700427,0.3197320957140267,1.0919341646840695
2024-09-01 04:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 04:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 04:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 05:00:00,TH0,0,1.2,0.7408283406015012,0.31031997720346427,1.0511483178049654
2024-09-01 05:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 05:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 05:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
