policy,allow_reserve,rr,ra,expected_total_shed,expected_weighted_shed_cost,expected_critical_shed,critical_served_ratio,secondary_served_ratio,tertiary_served_ratio,worst_scenario_id
priority_with_reserve,True,0.3065636625435231,0.3459542591046459,4.813540246238924,131.18310416295498,1.2668915693766187,0.6005461320281219,0.07358769371839913,0.03605801186295244,3
priority_no_reserve,False,0.2533264257593789,0.2772222419741645,5.183090510649626,149.66061738349003,1.6364418337873194,0.48402607135590414,0.07358769371839913,0.03605801186295244,3
uniform_with_reserve,True,0.3065636625435231,0.21308796923436274,4.813540246238924,240.67701231194627,4.813540246238926,0.306563662543523,,,3
