scenario_id,total_shed,weighted_shed_cost,critical_shed,total_demand,outage_lines_avg,outage_lines_max,policy
59,4.772417899316726,129.1445141932054,1.2241074269558645,6.941574858760619,3.0,15,priority_with_reserve
60,4.884405531715087,134.23486043481506,1.3218239177956481,6.941574858760619,3.1666666666666665,15,priority_with_reserve
61,4.813424892238824,131.10759274284035,1.264131317240332,6.941574858760619,3.0,15,priority_with_reserve
62,4.772417899316726,129.1445141932054,1.2241074269558645,6.941574858760619,3.1666666666666665,15,priority_with_reserve
63,4.782625699671821,129.63891698912363,1.23447209682679,6.941574858760619,3.1666666666666665,15,priority_with_reserve
0,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.0,15,uniform_with_reserve
1,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
2,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.0,15,uniform_with_reserve
3,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.3333333333333335,15,uniform_with_reserve
4,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.0,15,uniform_with_reserve
5,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
6,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
7,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.3333333333333335,15,uniform_with_reserve
8,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.3333333333333335,15,uniform_with_reserve
9,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
10,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
11,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
12,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.3333333333333335,15,uniform_with_reserve
13,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
14,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.0,15,uniform_with_reserve
15,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
16,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
17,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
18,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.0,15,uniform_with_reserve
19,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
20,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
21,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
22,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
23,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.0,15,uniform_with_reserve
24,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
25,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
26,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
27,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
28,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
29,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
30,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.0,15,uniform_with_reserve
31,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.3333333333333335,15,uniform_with_reserve
32,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
33,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.0,15,uniform_with_reserve
34,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.0,15,uniform_with_reserve
35,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
36,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.3333333333333335,15,uniform_with_reserve
37,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
38,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.0,15,uniform_with_reserve
39,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.0,15,uniform_with_reserve
40,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.0,15,uniform_with_reserve
41,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.0,15,uniform_with_reserve
42,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
43,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
44,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
45,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.3333333333333335,15,uniform_with_reserve
46,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
47,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
48,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
49,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.3333333333333335,15,uniform_with_reserve
50,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
51,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
52,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
53,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
54,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
55,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
56,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.3333333333333335,15,uniform_with_reserve
57,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
58,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
59,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.0,15,uniform_with_reserve
60,4.884405531715087,244.22027658575436,4.884405531715086,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
61,4.813424892238824,240.67124461194118,4.813424892238824,6.941574858760619,3.0,15,uniform_with_reserve
62,4.772417899316726,238.6208949658363,4.772417899316726,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
63,4.782625699671821,239.13128498359106,4.782625699671821,6.941574858760619,3.1666666666666665,15,uniform_with_reserve
0,5.152175964082522,148.1164302096587,1.6040223612374909,6.941574858760619,3.0,15,priority_no_reserve
1,5.152175964082523,148.1164302096587,1.6040223612374906,6.941574858760619,3.1666666666666665,15,priority_no_reserve
2,5.182975156649524,149.5851059633754,1.6336815816510324,6.941574858760619,3.0,15,priority_no_reserve
3,5.253955796125788,153.39828693696194,1.718810713470822,6.941574858760619,3.3333333333333335,15,priority_no_reserve
4,5.182975156649524,149.5851059633754,1.6336815816510324,6.941574858760619,3.0,15,priority_no_reserve
5,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
6,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.1666666666666665,15,priority_no_reserve
7,5.1419681637274275,148.46019753469625,1.627184496204797,6.941574858760619,3.3333333333333335,15,priority_no_reserve
8,5.1419681637274275,147.62202741374045,1.5936576913665652,6.941574858760619,3.3333333333333335,15,priority_no_reserve
9,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.1666666666666665,15,priority_no_reserve
10,5.1829751566495235,149.5851059633754,1.6336815816510326,6.941574858760619,3.1666666666666665,15,priority_no_reserve
11,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
12,5.1419681637274275,148.46019753469625,1.627184496204797,6.941574858760619,3.3333333333333335,15,priority_no_reserve
13,5.1829751566495235,149.5851059633754,1.6336815816510326,6.941574858760619,3.1666666666666665,15,priority_no_reserve
14,5.182975156649524,149.5851059633754,1.6336815816510324,6.941574858760619,3.0,15,priority_no_reserve
15,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.1666666666666665,15,priority_no_reserve
16,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
17,5.152175964082523,148.1164302096587,1.6040223612374906,6.941574858760619,3.1666666666666665,15,priority_no_reserve
18,5.152175964082522,148.1164302096587,1.6040223612374909,6.941574858760619,3.0,15,priority_no_reserve
19,5.1829751566495235,149.5851059633754,1.6336815816510326,6.941574858760619,3.1666666666666665,15,priority_no_reserve
20,5.1829751566495235,149.5851059633754,1.6336815816510326,6.941574858760619,3.1666666666666665,15,priority_no_reserve
21,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
22,5.152175964082523,148.1164302096587,1.6040223612374906,6.941574858760619,3.1666666666666665,15,priority_no_reserve
23,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.0,15,priority_no_reserve
24,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
25,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
26,5.182975156649524,150.36058255380206,1.6647006452680988,6.941574858760619,3.1666666666666665,15,priority_no_reserve
27,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
28,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
29,5.1419681637274275,148.46019753469625,1.627184496204797,6.941574858760619,3.1666666666666665,15,priority_no_reserve
30,5.182975156649524,149.5851059633754,1.6336815816510324,6.941574858760619,3.0,15,priority_no_reserve
31,5.152175964082522,148.9346913708822,1.6367528076864313,6.941574858760619,3.3333333333333335,15,priority_no_reserve
32,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
33,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.0,15,priority_no_reserve
34,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.0,15,priority_no_reserve
35,5.152175964082523,148.1164302096587,1.6040223612374906,6.941574858760619,3.1666666666666665,15,priority_no_reserve
36,5.253955796125788,153.39828693696194,1.718810713470822,6.941574858760619,3.3333333333333335,15,priority_no_reserve
37,5.152175964082523,148.1164302096587,1.6040223612374906,6.941574858760619,3.1666666666666665,15,priority_no_reserve
38,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.0,15,priority_no_reserve
39,5.182975156649524,149.5851059633754,1.6336815816510324,6.941574858760619,3.0,15,priority_no_reserve
40,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.0,15,priority_no_reserve
41,5.152175964082522,148.1164302096587,1.6040223612374909,6.941574858760619,3.0,15,priority_no_reserve
42,5.1829751566495235,149.5851059633754,1.6336815816510326,6.941574858760619,3.1666666666666665,15,priority_no_reserve
43,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.1666666666666665,15,priority_no_reserve
44,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.1666666666666665,15,priority_no_reserve
45,5.1829751566495235,150.36058255380206,1.6647006452680986,6.941574858760619,3.3333333333333335,15,priority_no_reserve
46,5.152175964082522,148.93469137088218,1.6367528076864315,6.941574858760619,3.1666666666666665,15,priority_no_reserve
47,5.152175964082523,148.1164302096587,1.6040223612374906,6.941574858760619,3.1666666666666665,15,priority_no_reserve
48,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.1666666666666665,15,priority_no_reserve
49,5.1419681637274275,148.46019753469625,1.627184496204797,6.941574858760619,3.3333333333333335,15,priority_no_reserve
50,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
51,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.1666666666666665,15,priority_no_reserve
52,5.1829751566495235,149.5851059633754,1.6336815816510326,6.941574858760619,3.1666666666666665,15,priority_no_reserve
53,5.1829751566495235,149.5851059633754,1.6336815816510326,6.941574858760619,3.1666666666666665,15,priority_no_reserve
54,5.1829751566495235,149.5851059633754,1.6336815816510326,6.941574858760619,3.1666666666666665,15,priority_no_reserve
55,5.152175964082523,148.1164302096587,1.6040223612374906,6.941574858760619,3.1666666666666665,15,priority_no_reserve
56,5.152175964082522,148.9346913708822,1.6367528076864313,6.941574858760619,3.3333333333333335,15,priority_no_reserve
57,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
58,5.1829751566495235,149.5851059633754,1.6336815816510326,6.941574858760619,3.1666666666666665,15,priority_no_reserve
59,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.0,15,priority_no_reserve
60,5.253955796125788,152.7123736553501,1.6913741822063488,6.941574858760619,3.1666666666666665,15,priority_no_reserve
61,5.182975156649524,149.5851059633754,1.6336815816510324,6.941574858760619,3.0,15,priority_no_reserve
62,5.1419681637274275,147.62202741374045,1.5936576913665654,6.941574858760619,3.1666666666666665,15,priority_no_reserve
63,5.152175964082523,148.1164302096587,1.6040223612374906,6.941574858760619,3.1666666666666665,15,priority_no_reserve
