scenario,expected_fail_lines,probability
S1,1,0.237
S2,0,0.232333
S3,2,0.184667
S4,3,0.142
S5,4,0.091
S6,5,0.052
S7,6,0.033667
S8,7,0.015667
S9,8,0.006333
S10,9,0.004667
S11,10,0.000333
S12,12,0.000333
