model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.20149035628636677,0.20151730321429276,0.36417481140656904,0.4514668584871446,0.19953109290864732,0.1995378797676471,0.2038223296403885
baseline_gnn,0.1633158799012502,0.1633440852390595,0.34678717851638796,0.4578112881567037,0.16313351756996577,0.1631666229624103,0.20959116518497467
