model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,val_high_risk_mae,val_top_risk_mae,horizon_high_risk_mae,horizon_top_risk_mae,best_val_mse
metapath_v1,0.013288185892549032,0.02779935253046507,0.02860174849911621,0.036318799805489584,0.015663850474973314,0.029828994811859116,0.0492139240870109,0.02860174849911621,0.023273258431423346,0.01292641592674515,0.001319055212661624
baseline_gnn,0.3004717701176802,0.4397599400926295,0.12809522793148503,0.15430756990505548,0.44478727490123776,0.5802697793813405,0.36883064474050814,0.12809522793148503,0.8146334600871836,0.8817154307957409,0.023810826241970062
