method,mae_empirical_vs_input_probability,high_risk_threshold,high_risk_coverage,high_risk_event_rate,low_risk_event_rate,risk_lift_ratio,avg_outage_rate,multi_line_event_rate_ge2,severe_multi_line_event_rate_ge4,avg_disconnected_loads,max_disconnected_loads,multi_load_event_rate_ge2,severe_multi_load_event_rate_ge4,scenario_diversity_hamming
c3po_ref,0.002350660208353932,0.045008642771620505,1.0,0.31533931902985074,0.0013891625871224693,226.9995765456432,0.03280293272102748,0.3011610243055556,0.2485894097222222,0.6091579861111112,11,0.12451171875,0.0710720486111111,0.03335452161748807
