timestamp,line_id,from_bus,to_bus,flow_mw,limit_mw,loading,overload_flag,selected_strategy
2024-09-01 00:00:00,L0,1,2,0.16199999999999903,3.8952354245128205,0.04158927056899532,0,Robust_UC
2024-09-01 00:00:00,L1,2,3,0.16199999999999903,3.8882577976877704,0.04166390410027225,0,Robust_UC
2024-09-01 00:00:00,L2,3,4,0.05243845917219403,3.8917181309908053,0.01347437234845257,0,Robust_UC
2024-09-01 00:00:00,L3,4,5,0.07122616904325328,3.8840253369718956,0.018338234914498104,0,Robust_UC
2024-09-01 00:00:00,L4,5,6,0.10426328921345385,3.8794827595082406,0.026875564521562704,0,Robust_UC
2024-09-01 00:00:00,L5,7,8,-0.09864203920461456,3.8927956284665104,0.025339639842195526,0,Robust_UC
2024-09-01 00:00:00,L6,8,9,-0.04227783617668599,3.88175483935422,0.010891423576796379,0,Robust_UC
2024-09-01 00:00:00,L7,9,10,-0.009240716006485425,3.890398552584435,0.0023752620410437677,0,Robust_UC
2024-09-01 00:00:00,L8,10,11,0.034808777553781985,3.8728911963896104,0.008987801564431103,0,Robust_UC
2024-09-01 00:00:00,L9,3,8,0.14495668523283456,3.8946389244418356,0.0372195441079584,0,Robust_UC
2024-09-01 00:00:00,L10,12,13,-0.12162960237510814,5.381990988040889,0.02259936938678948,0,Robust_UC
2024-09-01 00:00:00,L11,13,14,-0.12162960237510845,5.360210577789569,0.02269119852848501,0,Robust_UC
2024-09-01 00:00:00,L12,6,7,0.01567080700854627,3.8750920759618652,0.0040439831367507575,0,Robust_UC
2024-09-01 00:00:00,L13,11,4,-0.0758084514312593,3.8897371811529458,0.019489350539819542,0,Robust_UC
2024-09-01 00:00:00,L14,14,8,-0.12162960237510845,5.36371723235133,0.02267636363108367,0,Robust_UC
2024-09-01 01:00:00,L0,1,2,0.17999999999999972,3.8952354245128205,0.046210300632217226,0,Robust_UC
2024-09-01 01:00:00,L1,2,3,0.17999999999999972,3.8882577976877704,0.046293226778080475,0,Robust_UC
2024-09-01 01:00:00,L2,3,4,0.06745659021925832,3.8917181309908053,0.017333369979208726,0,Robust_UC
2024-09-01 01:00:00,L3,4,5,0.03490036191340189,3.8840253369718956,0.008985616437973928,0,Robust_UC
2024-09-01 01:00:00,L4,5,6,0.07248718147488825,3.8794827595082406,0.01868475412017984,0,Robust_UC
2024-09-01 01:00:00,L5,7,8,0.002683154844477023,3.8927956284665104,0.0006892616773549961,0,Robust_UC
