"timestamp","model","line_id","from_bus","to_bus","v_surface_ms","p_tower","p_span","p_line","towers","spans","design_line_load_n","design_tower_load_kn"
"2024-09-01 17:00:00","schloemer","L0","1","2","23.95738878910177","5.174638495475392e-12","0.0","5.174638495475392e-11","10","24","8112.648340000001","114.5003145"
"2024-09-01 17:00:00","schloemer","L1","2","3","24.599913873408987","2.7267077484793845e-12","0.0","4.362732397567015e-11","16","37","8400.64834","124.1003145"
"2024-09-01 17:00:00","schloemer","L2","3","4","26.142177520562555","8.280616858868939e-09","1.2032819185492372e-10","2.544349131383683e-08","3","5","7714.8483400000005","101.2403145"
"2024-09-01 17:00:00","schloemer","L3","4","5","28.28388219801267","5.125877816647417e-07","5.46178800331365e-06","2.8846362269518977e-05","3","5","7705.8483400000005","100.9403145"
"2024-09-01 17:00:00","schloemer","L4","5","6","30.06540887605528","2.6811363162959623e-06","0.04270050661151581","0.4329585693205872","6","13","7882.24834","106.8203145"
"2024-09-01 17:00:00","schloemer","L5","7","8","24.940562329211428","1.6229673160950142e-10","1.3322676295501878e-15","1.1360957730133237e-09","7","14","7905.648340000001","107.6003145"
"2024-09-01 17:00:00","schloemer","L6","8","9","25.18079684335431","1.892321743746095e-09","2.554623179662485e-13","3.7854098744460885e-09","2","3","7662.648340000001","99.5003145"
"2024-09-01 17:00:00","schloemer","L7","9","10","27.01515088454309","3.52887724597295e-08","1.397015747528485e-08","2.249760124861666e-07","4","6","7743.648340000001","102.2003145"
"2024-09-01 17:00:00","schloemer","L8","10","11","27.327112286015886","1.2513117453316625e-07","1.3153140254740237e-07","6.448563905081528e-07","2","3","7664.44834","99.5603145"
"2024-09-01 17:00:00","schloemer","L9","3","8","24.300990134712432","7.522427125650211e-11","0.0","3.7612135628251053e-10","5","11","7839.04834","105.3803145"
"2024-09-01 17:00:00","schloemer","L10","12","13","16.244371056363505","0.0","0.0","0.0","17","41","8866.29956","132.982493"
"2024-09-01 17:00:00","schloemer","L11","13","14","19.547636561924566","4.440892098500626e-16","0.0","4.884981308350689e-15","11","25","8524.29956","121.582493"
"2024-09-01 17:00:00","schloemer","L12","6","7","28.568915657354815","1.3864998019696984e-06","2.230850005657814e-05","6.969681927482263e-05","2","3","7648.24834","99.0203145"
"2024-09-01 17:00:00","schloemer","L13","11","4","27.007172697116047","5.328753238664774e-08","2.1174955677771834e-08","2.445623951130571e-07","3","4","7693.24834","100.5203145"
"2024-09-01 17:00:00","schloemer","L14","14","8","23.15271856758766","8.612000002017339e-13","0.0","6.8896000016138714e-12","8","17","8346.09956","115.642493"
